,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
85,Flamengo,Atacante,Pedro,13.08,1.21,9.6,7.58,4,8,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,,,94583,262,5,0.0
86,Flamengo,Lateral,Matheuzinho,7.65,1.28,7.0,6.02,5,8,,,,,2.0,1.0,,,11.0,,1.0,,,3.0,,,,,4.0,,101727,262,2,0.0
87,Flamengo,Goleiro,Gabriel Batista,3.06,1.06,7.0,7.0,1,8,,,,,,,,,,,1.0,,2.0,,,,,,,,98333,262,1,0.0
88,Bragantino,Atacante,Ytalo,15.22,-0.64,1.6,6.86,8,8,,,,,1.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,53148,280,5,0.0
89,Bragantino,Atacante,Artur,15.47,-0.55,4.2,7.1,8,8,,,,1.0,,1.0,,,11.0,,,,,2.0,,,,,1.0,,95799,280,5,4.2
90,Santos,Técnico,Fernando Diniz,7.84,0.02,5.3,4.18,8,8,,,,,,,,,,,,,,,,,,,,,72391,277,6,0.0
91,Bahia,Lateral,Matheus Bahia,9.83,0.22,2.6,3.86,7,8,,,,,1.0,3.0,,1.0,7.0,,,,,2.0,,,,,1.0,,97899,265,2,0.0
92,Bragantino,Meia,Claudinho,10.7,-0.41,2.8,2.85,4,8,,,,1.0,3.0,2.0,,,13.0,,,,,,,,,,1.0,,92630,280,4,0.0
93,Fortaleza,Zagueiro,Marcelo Benevenuto,5.59,-1.54,-1.6,2.73,8,8,,,,,,,,,6.0,,,,,1.0,,,1.0,,,,95638,356,3,0.0
94,Cuiabá,Meia,Pepê,9.58,-0.66,3.7,5.8,6,8,,,,,2.0,5.0,,,4.0,,,,,1.0,,,,,2.0,,101573,1371,4,0.0
95,Fortaleza,Meia,Éderson,12.45,3.11,15.7,5.88,8,8,,1.0,,1.0,4.0,4.0,,,12.0,,,,,6.0,,,,,1.0,,103099,356,4,0.0
96,Bragantino,Meia,Raul,9.05,1.98,9.9,5.7,7,9,,1.0,,,1.0,4.0,,,4.0,,,,,4.0,,,,,3.0,,92496,280,4,0.0
97,Ceará,Meia,Lima,11.88,1.2,8.1,6.54,7,9,,1.0,,1.0,1.0,2.0,,,4.0,,,,,2.0,,,,,3.0,,96340,354,4,0.0
98,Grêmio,Zagueiro,Pedro Geromel,7.18,-0.19,1.6,2.29,7,9,,,,1.0,,,,,6.0,,,,,1.0,,,,,,,80853,284,3,0.0
99,Atlético-MG,Atacante,Hulk,20.85,-1.38,5.0,7.85,9,9,,1.0,,,,3.0,,1.0,5.0,,,,,1.0,,,,,3.0,,39148,282,5,0.0
100,Palmeiras,Meia,Gustavo Scarpa,15.22,2.2,10.0,7.24,9,9,1.0,,,1.0,1.0,1.0,,,10.0,,,,,1.0,,,,,1.0,,87999,275,4,0.0
101,Athlético-PR,Meia,Terans,10.09,1.5,8.3,4.97,8,9,1.0,,,1.0,1.0,1.0,,1.0,7.0,,,,,,,,,,2.0,,102878,293,4,0.0
102,Santos,Atacante,Marinho,18.91,-0.62,10.0,6.72,8,9,,,,2.0,,4.0,,,4.0,,,,,1.0,,,,,,,68952,277,5,10.0
103,Atlético-MG,Zagueiro,Igor Rabello,5.14,1.09,5.9,2.72,5,9,,,,,,1.0,,,6.0,,1.0,,,2.0,,,,,2.0,,89493,282,3,0.0
104,Grêmio,Atacante,Douglas Costa,10.77,-0.68,0.5,0.54,5,9,,,,1.0,,1.0,,,12.0,,,,,1.0,,,,,2.0,,62020,284,5,0.0
105,Outros,Técnico,Tiago Nunes,5.82,-0.16,0.94,2.45,7,9,,,,,,,,,,,,,,,,,,,,,98057,1,6,0.0
106,Bahia,Goleiro,Matheus Teixeira,4.7,1.6,7.5,2.79,7,9,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,102907,265,1,0.0
107,Athlético-PR,Zagueiro,Pedro Henrique,8.26,0.26,1.7,2.75,7,9,,,,,,1.0,,,3.0,,,,,2.0,,,,,1.0,,87225,293,3,0.0
108,Atlético-MG,Atacante,Hulk,19.66,-1.19,0.5,7.11,10,10,,,,,,1.0,,,5.0,,,,,1.0,,,,,1.0,,39148,282,5,0.0
109,Bragantino,Atacante,Artur,15.81,-1.47,4.2,6.94,10,10,,,,,1.0,2.0,,,7.0,,,,,1.0,,,,,,,95799,280,5,4.2
110,Atlético-GO,Zagueiro,Oliveira,3.61,-1.52,-1.2,2.58,5,10,,,,,,,,,7.0,,,,,,,,,,1.0,,94514,373,3,0.0
111,Bahia,Zagueiro,Luiz Otávio ,4.98,0.2,4.3,3.17,6,10,,,,,,,,,7.0,,1.0,,,1.0,,,,,2.0,,86863,265,3,0.0
112,Atlético-GO,Lateral,Natanael,13.48,0.18,2.1,5.85,8,10,,,,1.0,,2.0,,,11.0,,,,,2.0,,,,,2.0,,86264,373,2,0.0
113,Internacional,Lateral,Paulo Victor ,2.2,-0.47,0.4,2.1,2,10,,,,,,4.0,,,11.0,,,,,3.0,,,1.0,,3.0,,112141,285,2,0.0
114,Palmeiras,Meia,Gustavo Scarpa,13.73,-1.49,1.4,6.66,10,10,,,,1.0,,,,,8.0,,,,,1.0,,,,,,,87999,275,4,0.0
115,Bragantino,Atacante,Ytalo,14.71,-0.05,1.7,5.64,10,10,,,,,2.0,2.0,,,4.0,,,,,2.0,,,1.0,,1.0,,53148,280,5,0.0
116,Chapecoense,Goleiro,João Paulo,4.59,0.08,3.5,3.81,8,10,,,,,,1.0,,,,,,,4.0,,,,,1.0,,,111281,315,1,0.0
117,Chapecoense,Técnico,Jair Ventura,4.51,-0.04,1.55,2.56,9,10,,,,,,,,,,,,,,,,,,,,,92180,315,6,0.0
118,Fluminense,Meia,Cazares,5.56,-0.11,0.0,3.03,6,10,,,,,,,,,,,,,,,,,,,,,81682,266,4,0.0
119,Fortaleza,Meia,Yago Pikachu,18.83,0.58,7.0,6.58,10,10,,1.0,1.0,,,2.0,,1.0,10.0,,,,,,,,,,1.0,,80196,356,4,0.0
120,Fortaleza,Zagueiro,Titi,9.74,0.55,7.0,3.99,11,11,,,,,,4.0,,1.0,5.0,,1.0,,,1.0,,,,,,,50353,356,3,0.0
121,Ceará,Meia,Lima,13.65,1.84,14.3,7.39,9,11,,2.0,,1.0,1.0,2.0,,,2.0,,,,,2.0,,,,,1.0,,96340,354,4,0.0
122,Flamengo,Atacante,Pedro,12.68,0.85,6.6,5.81,7,11,,1.0,,2.0,,,,,3.0,,,,,1.0,,,,,3.0,,94583,262,5,0.0
123,Bahia,Atacante,Gilberto,14.27,-0.81,-0.2,6.73,11,11,,,,,1.0,2.0,,,10.0,,,,,1.0,,,,,4.0,,61188,265,5,0.0
124,América-MG,Zagueiro,Eduardo Bauermann,3.34,-0.01,1.8,2.54,10,11,,,,,,,,,2.0,,,,,2.0,,,,,,,86970,327,3,0.0
125,Fluminense,Goleiro,Muriel,2.82,-1.18,-1.0,-1.0,1,11,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,69041,266,1,0.0
126,Flamengo,Meia,Arrascaeta,12.56,0.02,14.0,6.83,3,11,1.0,,,,1.0,2.0,,,23.0,,,,,2.0,,,1.0,,1.0,,87863,262,4,14.0
127,Juventude,Atacante,Matheus Peixoto,15.29,1.82,12.3,6.98,10,11,1.0,,,,4.0,3.0,,,4.0,,,,,,,,,,,,87098,286,5,0.0
128,Cuiabá,Técnico,Jorginho,2.98,0.25,2.95,2.59,2,11,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
129,Juventude,Zagueiro,Vitor Mendes,3.55,0.05,0.0,1.98,10,11,,,,,1.0,1.0,,,3.0,,,,,2.0,,,1.0,,2.0,,104401,286,3,0.0
130,Cuiabá,Meia,Pepê,9.23,-1.15,-0.1,4.95,9,11,,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,,,3.0,,101573,1371,4,0.0
131,Palmeiras,Meia,Gustavo Scarpa,15.22,1.49,9.4,6.91,11,11,,1.0,,2.0,2.0,3.0,,,6.0,,,,,,,,,,1.0,,87999,275,4,0.0
132,Atlético-MG,Zagueiro,Junior Alonso,6.68,-1.96,-2.8,2.6,4,12,,,,,,,,,8.0,,,,,1.0,,,1.0,,2.0,,88312,282,3,0.0
133,Bahia,Atacante,Gilberto,13.62,-0.65,-2.5,5.96,12,12,,,,,1.0,,,,3.0,,,,,,,,1.0,,2.0,,61188,265,5,0.0
134,Bragantino,Atacante,Artur,16.37,1.1,6.5,6.34,12,12,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,95799,280,5,0.0
135,Internacional,Zagueiro,Bruno Méndez,5.01,0.4,4.1,4.0,3,12,,,,,,,,,4.0,,1.0,,,,,,,,1.0,,103700,285,3,0.0
136,Santos,Atacante,Marinho,18.58,-0.4,4.4,6.58,10,12,,,,1.0,1.0,7.0,,,6.0,,,,,2.0,,,1.0,,1.0,,68952,277,5,0.0
137,Bragantino,Meia,Praxedes,6.5,-0.34,2.8,4.55,6,12,,,,,,2.0,,,2.0,,,,,2.0,,,,,,,107744,280,4,0.0
138,Ceará,Meia,Lima,11.65,-2.0,1.4,6.72,10,12,,,,,2.0,5.0,,2.0,9.0,,,,,1.0,,,1.0,,1.0,,96340,354,4,1.4
139,Palmeiras,Zagueiro,Gustavo Gómez,11.4,0.08,5.9,5.17,4,12,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,71684,275,3,0.0
140,Fortaleza,Meia,Éderson,12.64,-1.76,4.0,7.19,11,12,,,,1.0,2.0,2.0,,,3.0,,,,,1.0,,,,,1.0,,103099,356,4,0.0
141,Cuiabá,Técnico,Jorginho,3.5,0.52,4.76,3.31,3,12,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
142,Flamengo,Meia,Arrascaeta,13.39,0.83,9.7,7.55,4,12,,1.0,,,1.0,2.0,,1.0,6.0,1.0,,,,3.0,,,,,,,87863,262,4,0.0
143,Fluminense,Goleiro,Muriel,2.71,-0.11,-1.0,-1.0,2,12,,,,,,,,,,,,,,,,,,1.0,,,69041,266,1,0.0
144,Athlético-PR,Meia,Terans,12.15,2.31,12.5,6.41,11,13,1.0,,,,2.0,2.0,,,6.0,,,,,3.0,,,,,1.0,,102878,293,4,0.0
145,Cuiabá,Técnico,Jorginho,3.05,-0.45,1.25,2.79,4,13,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
146,Palmeiras,Zagueiro,Renan,6.41,0.07,7.5,4.48,9,13,,,,,1.0,,,,8.0,,1.0,,,3.0,,,,,1.0,,109963,275,3,0.0
147,Santos,Atacante,Kaio Jorge,8.25,0.29,2.3,3.35,10,13,,,,,2.0,,,,3.0,,,,,1.0,,,,,,,103445,277,5,0.0
148,Atlético-MG,Meia,Nacho Fernández,11.65,-1.42,1.0,5.75,6,13,,,1.0,,,,,1.0,15.0,,,,,,,,,,,,94916,282,4,0.0
149,Athlético-PR,Goleiro,Bento,2.23,-0.65,-1.0,0.83,3,13,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,105208,293,1,0.0
150,Palmeiras,Meia,Gustavo Scarpa,14.2,-0.98,0.7,6.45,13,13,,,,,,1.0,,,8.0,,,,,1.0,,,,,,,87999,275,4,0.0
151,Atlético-MG,Atacante,Hulk,23.59,1.55,18.7,8.18,13,13,2.0,,,,,2.0,,,3.0,1.0,,,,1.0,,,,,,,39148,282,5,0.0
152,Juventude,Atacante,Matheus Peixoto,15.27,1.59,18.8,6.71,12,13,1.0,,,,2.0,1.0,,,7.0,,,,,,,,,,,,87098,286,5,18.8
153,Atlético-MG,Zagueiro,Junior Alonso,7.96,1.28,4.7,3.02,5,13,,,,,,1.0,,,3.0,,1.0,,,,,,,,1.0,,88312,282,3,0.0
154,Flamengo,Zagueiro,Gustavo Henrique,5.89,0.73,7.1,4.44,5,13,1.0,,,,,,,,4.0,,,,,,,,,,1.0,,78248,262,3,0.0
155,Flamengo,Meia,Arrascaeta,14.3,0.91,11.9,8.42,5,13,,2.0,,,,2.0,,1.0,11.0,,,,,3.0,,,,,1.0,,87863,262,4,0.0
156,Internacional,Atacante,Taison,7.45,-0.12,3.8,2.57,6,14,,,,,1.0,3.0,,,10.0,,,,,3.0,,,,,1.0,,62114,285,5,0.0
157,Santos,Lateral,Madson,5.97,1.04,6.6,2.7,13,14,,,,,,1.0,,,9.0,1.0,1.0,,,1.0,,,,,,,78077,277,2,0.0
158,Flamengo,Atacante,Gabriel,19.18,0.61,13.6,11.53,3,14,,1.0,,1.0,1.0,1.0,,,7.0,,,,,,,,,,,,83257,262,5,13.6
159,Atlético-GO,Goleiro,Maurício Kozlinski,2.88,-0.12,3.0,3.0,1,14,,,,,,,,,,,,,4.0,,,,,1.0,,,72595,373,1,0.0
160,Santos,Atacante,Marcos Guilherme,5.89,-0.62,-0.4,2.68,13,14,,,,,,,,,4.0,,,,,,,,,,,,83266,277,5,0.0
161,Santos,Técnico,Fernando Diniz,8.0,0.86,6.23,3.46,13,14,,,,,,,,,,,,,,,,,,,,,72391,277,6,0.0
162,Flamengo,Meia,Arrascaeta,13.93,-0.37,8.4,8.42,6,14,,1.0,,2.0,,1.0,,,10.0,,,,,4.0,,,1.0,,1.0,,87863,262,4,0.0
163,Internacional,Zagueiro,Bruno Méndez,5.42,0.97,5.7,3.6,5,14,,,,,,,,1.0,8.0,,1.0,,,3.0,,,,,2.0,,103700,285,3,0.0
164,Bahia,Lateral,Nino Paraíba,7.69,0.5,3.0,2.83,9,14,,,,,1.0,1.0,,,13.0,,,,,3.0,,,,,,,68808,265,2,0.0
165,Flamengo,Zagueiro,Willian Arão,10.54,0.41,2.3,3.87,12,14,,,,,1.0,1.0,,,5.0,,,,,2.0,,,,,1.0,,78478,262,3,0.0
166,Atlético-MG,Meia,Zaracho,8.16,-0.07,3.2,3.93,12,14,,,,,1.0,1.0,,1.0,1.0,,,,,3.0,,,,,1.0,,100079,282,4,0.0
167,Palmeiras,Meia,Gustavo Scarpa,14.05,-0.15,1.4,6.09,14,14,,,,1.0,1.0,2.0,,,6.0,,,,,,,,,,2.0,,87999,275,4,0.0
168,Atlético-MG,Atacante,Hulk,22.32,-1.27,9.8,8.3,14,15,1.0,,,,1.0,3.0,,,5.0,,,,,,,,,,,,39148,282,5,0.0
169,Grêmio,Zagueiro,Pedro Geromel,7.8,0.48,2.1,2.93,12,15,,,1.0,,,,,,4.0,,,,,,,,,,1.0,,80853,284,3,0.0
170,Flamengo,Atacante,Gabriel,17.0,-2.18,-5.3,7.32,4,15,,,,,1.0,,,1.0,6.0,,,,,,,1.0,,,,,83257,262,5,0.0
171,Flamengo,Meia,Arrascaeta,13.08,-0.85,4.8,7.56,7,15,,,,,1.0,2.0,,,9.0,,,,,2.0,,,,,1.0,,87863,262,4,4.8
172,Grêmio,Atacante,Borja,10.63,2.63,12.4,12.4,1,15,1.0,,,,4.0,3.0,,,3.0,1.0,,,,,,,,,2.0,,86120,284,5,0.0
173,Grêmio,Lateral,Vanderson,9.29,0.16,4.6,3.55,10,15,,,,,1.0,,,,12.0,,,,,5.0,,,,,,,107750,284,2,0.0
174,Ceará,Meia,Fernando Sobral,12.85,-0.06,6.6,3.91,14,15,,,,1.0,2.0,,,,7.0,,,,,6.0,,,,,3.0,,84428,354,4,0.0
175,Grêmio,Goleiro,Gabriel Chapecó,3.91,-0.17,0.0,5.63,8,15,,,,,,,,,,,,,1.0,,,,,1.0,,,112616,284,1,0.0
176,Atlético-MG,Lateral,Dodô,6.1,-1.98,-2.3,3.6,6,15,,,,,,,,2.0,3.0,,,,,,,,,,2.0,,68727,282,2,0.0
177,Cuiabá,Técnico,Jorginho,3.29,-0.14,1.76,2.69,6,15,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
178,Flamengo,Zagueiro,Gustavo Henrique,4.97,-1.51,-1.0,4.29,7,15,,,,,,,,,5.0,,,,,,,,,,1.0,,78248,262,3,0.0
179,Athlético-PR,Meia,Terans,12.08,1.51,9.9,6.37,13,15,,1.0,,3.0,1.0,,,,15.0,,,,,2.0,,,,,,,102878,293,4,0.0
180,Fortaleza,Zagueiro,Titi,8.11,0.15,-0.8,2.81,15,16,,,,,,,,1.0,3.0,,,,,,,,,,,,50353,356,3,0.0
181,Grêmio,Goleiro,Gabriel Chapecó,4.28,0.37,2.0,5.23,9,16,,,,,,,,,,,,,4.0,,,,,2.0,,,112616,284,1,0.0
182,Fortaleza,Atacante,Robson,12.17,-2.04,-2.3,5.02,16,16,,,,,,2.0,,,3.0,,,,,,,,1.0,,2.0,,84817,356,5,0.0
183,Flamengo,Zagueiro,Willian Arão,11.08,0.51,4.7,3.82,14,16,,,,,,,,,3.0,,1.0,,,3.0,,,1.0,,2.0,,78478,262,3,0.0
184,Ceará,Meia,Lima,12.55,0.06,4.4,6.02,14,16,,,,1.0,2.0,2.0,,,4.0,,,,,2.0,,,,,2.0,,96340,354,4,0.0
185,Cuiabá,Técnico,Jorginho,3.89,0.6,4.51,2.95,7,16,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
186,Flamengo,Lateral,Filipe Luís,8.69,0.66,7.2,4.01,14,16,,,,1.0,,,,,5.0,,1.0,,,2.0,,,,,1.0,,38750,262,2,0.0
187,Internacional,Lateral,Saravia,7.2,-0.87,2.8,4.25,10,16,,,,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,96725,285,2,0.0
188,Fortaleza,Meia,Éderson,13.24,0.41,4.2,6.65,15,16,,,,,2.0,2.0,,,4.0,,,,,3.0,,,,,2.0,,103099,356,4,0.0
189,Flamengo,Atacante,Pedro,12.8,0.61,5.5,4.83,12,16,,,,2.0,3.0,,,1.0,3.0,,,,,2.0,,,,,1.0,,94583,262,5,0.0
190,Flamengo,Atacante,Bruno Henrique,19.7,0.48,12.6,8.68,12,16,1.0,,,,,1.0,,,2.0,,,,,1.0,,,1.0,,2.0,,90285,262,5,12.6
191,Flamengo,Meia,Arrascaeta,14.1,1.02,7.5,7.55,8,16,,1.0,,3.0,,,,,11.0,,,,,,,,,,,,87863,262,4,0.0
192,Flamengo,Atacante,Gabriel,17.82,0.82,2.0,6.26,5,17,,,,1.0,2.0,,,,8.0,,,,,,,,,,,,83257,262,5,0.0
193,Bragantino,Meia,Praxedes,6.89,-1.67,0.2,4.99,9,17,,,,,,3.0,,,8.0,,,,,,,,,,1.0,,107744,280,4,0.0
194,Palmeiras,Atacante,Dudu,11.48,1.11,14.2,1.48,5,17,,,,3.0,1.0,7.0,,1.0,13.0,,,,,1.0,,,,,,,68920,275,5,14.2
195,Atlético-GO,Meia,João Paulo,9.75,-0.01,8.5,4.3,9,17,1.0,,,,1.0,2.0,,,13.0,,,,,3.0,,,1.0,,2.0,,86770,373,4,0.0
196,Atlético-GO,Lateral,Arnaldo,7.33,-0.78,3.6,4.03,10,17,,,,,1.0,2.0,,,7.0,,,,,3.0,,,,,1.0,,78497,373,2,0.0
197,Internacional,Goleiro,Daniel,6.73,-0.4,-1.0,4.43,15,17,,,,,,,,,,,,,1.0,,,,,2.0,,,96468,285,1,0.0
198,Palmeiras,Lateral,Marcos Rocha,7.79,-0.91,0.7,3.15,11,17,,,,,,1.0,,,8.0,,,,,1.0,,,,,,,63013,275,2,0.0
199,Palmeiras,Meia,Raphael Veiga,13.26,0.59,3.8,4.71,16,17,,,,1.0,3.0,1.0,,,13.0,,,,,2.0,,,,,2.0,,94509,275,4,0.0
200,Atlético-GO,Técnico,Eduardo Barroca,9.48,-0.61,1.36,3.38,16,17,,,,,,,,,,,,,,,,,,,,,77774,373,6,0.0
201,Palmeiras,Zagueiro,Luan,5.78,-0.14,0.0,3.0,11,17,,,,,,,,,5.0,,,,,1.0,,,,,1.0,,80692,275,3,0.0
202,Atlético-MG,Atacante,Hulk,21.54,0.28,4.5,7.71,16,17,,,1.0,2.0,2.0,2.0,,,5.0,,,,,1.0,,,1.0,,2.0,1.0,39148,282,5,0.0
203,Grêmio,Zagueiro,Ruan,4.01,1.14,8.2,3.41,8,17,,,,,,3.0,,,3.0,,1.0,,,2.0,,,,,,,100842,284,3,0.0
204,Fortaleza,Goleiro,Marcelo Boeck,5.51,1.64,10.5,5.0,7,18,,,,,,1.0,,,,,1.0,,5.0,,,,,,,,37788,356,1,0.0
205,Cuiabá,Lateral,João Lucas,5.92,-0.06,6.8,4.15,14,18,,,,1.0,1.0,2.0,,,12.0,,1.0,,,1.0,,,,,2.0,,104257,1371,2,0.0
206,Outros,Técnico,Ricardo Severo,6.83,1.13,5.16,5.16,1,18,,,,,,,,,,,,,,,,,,,,,111503,1,6,0.0
207,Atlético-MG,Atacante,Hulk,21.26,-0.28,3.8,7.48,17,18,,,,1.0,3.0,2.0,,,3.0,,,,,1.0,,,,,3.0,,39148,282,5,0.0
208,Flamengo,Zagueiro,Gustavo Henrique,5.53,0.62,3.2,3.63,9,18,,,,,,,,,3.0,,1.0,,,2.0,,,1.0,,3.0,,78248,262,3,0.0
209,Atlético-MG,Lateral,Guilherme Arana,8.58,-0.36,3.3,4.17,11,18,,,,1.0,1.0,3.0,,,12.0,,,,,2.0,,,,,2.0,,87228,282,2,0.0
210,Internacional,Meia,Edenílson,18.29,-1.6,-2.0,6.27,17,18,,,,,,,,1.0,10.0,,,,,,,,,,1.0,,63289,285,4,0.0
